Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-04-14 00:00:00-04:00,6.849763610018782,7.106816454510555,6.822115458062838,7.072692394256592,530948000,0.0,0.0
2020-04-15 00:00:00-04:00,6.904561298379728,7.078171789754281,6.859228516671217,6.995227336883545,366148000,0.0,0.0
2020-04-16 00:00:00-04:00,7.150655027784946,7.447561001787736,7.137453790728576,7.340455532073975,745620000,0.0,0.0
2020-04-17 00:00:00-04:00,7.42265265770683,7.4440738466150815,7.147167873331114,7.281174182891846,539120000,0.0,0.0
2020-04-20 00:00:00-04:00,7.154640403627989,7.310565790669369,7.1055710638254,7.14990758895874,449388000,0.0,0.0
2020-04-21 00:00:00-04:00,7.031842995013919,7.09311684107269,6.653237765638514,6.713017463684082,735160000,0.0,0.0
2020-04-22 00:00:00-04:00,6.905308579945586,7.170332420198244,6.859726852955732,7.127490043640137,483356000,0.0,0.0
2020-04-23 00:00:00-04:00,7.1695851787187115,7.301598496548493,7.049029054031035,7.074186325073242,424160000,0.0,0.0
2020-04-24 00:00:00-04:00,7.0639747533807835,7.215167334081631,6.989249772263602,7.213174819946289,352328000,0.0,0.0
2020-04-27 00:00:00-04:00,7.3476801931543365,7.559649225821632,7.323020809287246,7.399738311767578,479388000,0.0,0.0
2020-04-28 00:00:00-04:00,7.547193933556048,7.577084020311435,7.251782578633784,7.257262229919434,442904000,0.0,0.0
2020-04-29 00:00:00-04:00,7.392016050247552,7.486916543753276,7.316793177918443,7.43411111831665,379160000,0.0,0.0
2020-04-30 00:00:00-04:00,7.380060330024743,7.434111435420304,7.26622999714843,7.280178546905518,375916000,0.0,0.0
2020-05-01 00:00:00-04:00,7.08265391928893,7.195986328412858,6.995226087969712,7.043548107147217,342096000,0.0,0.0
2020-05-04 00:00:00-04:00,6.9962232042594215,7.269217561570689,6.9962232042594215,7.255517959594727,317556000,0.0,0.0
2020-05-05 00:00:00-04:00,7.359635859684535,7.47919526462796,7.255519152599655,7.316544532775879,368896000,0.0,0.0
2020-05-06 00:00:00-04:00,7.396001104345691,7.522285825794979,7.358140487441627,7.417421817779541,323464000,0.0,0.0
2020-05-07 00:00:00-04:00,7.556657681105391,7.657037804676626,7.505346889739748,7.593770980834961,373732000,0.0,0.0
